antecedent,consequent,support,confidence,lift
"DEWP=High, TIME=Morning, WIND=SE",PM25=VeryUnhealthy,0.006640197152245345,0.282798833819242,2.0115851474264663
"DEWP=Med, SEASON=Winter, TEMP=Low",PM25=VeryUnhealthy,0.0065717415115005475,0.27906976744186046,1.985059809831536
"PRES=Med, TEMP=Low, WIND_SPD=Low",PM25=VeryUnhealthy,0.009994523548740416,0.27581863979848864,1.9619341130545311
"DEWP=Med, SEASON=Winter",PM25=VeryUnhealthy,0.007028112449799197,0.27450980392156865,1.9526241920238312
"DEWP=Med, TEMP=Low, TIME=Morning",PM25=VeryUnhealthy,0.006252281854691493,0.2734530938123752,1.945107674603722
"DEWP=Med, TEMP=Low, WIND_SPD=Low",PM25=VeryUnhealthy,0.009424059875867105,0.271889400921659,1.933984922251385
"DEWP=Med, RAIN=No, SEASON=Winter",PM25=VeryUnhealthy,0.006845564074479737,0.27051397655545534,1.924201348574302
"DEWP=Med, SNOW=No, TEMP=Low",PM25=VeryUnhealthy,0.01738773274917853,0.26303072143596823,1.8709719747134996
"DEWP=Med, TEMP=Low, WIND=NW",PM25=VeryUnhealthy,0.006389193136181088,0.2619270346117867,1.8631213057664242
"PRES=Med, TEMP=Low, WIND_SPD=Med",PM25=VeryUnhealthy,0.006845564074479737,0.2610966057441253,1.8572143564568329
"DEWP=Med, TEMP=Low",PM25=VeryUnhealthy,0.018460204454180357,0.2602960102960103,1.8515196161682121
"DEWP=Med, RAIN=No, TEMP=Low",PM25=VeryUnhealthy,0.017775648046732383,0.25871803387578873,1.8402952631995724
"PRES=Med, TEMP=Low, TIME=Morning",PM25=VeryUnhealthy,0.006138189120116831,0.2532956685499059,1.8017252683868
"DEWP=Med, TEMP=Med, TIME=Afternoon",PM25=VeryUnhealthy,0.00826031398320555,0.23925974884335757,1.7018859330159555
"SNOW=No, TIME=Morning, WIND=SE",PM25=VeryUnhealthy,0.01058780576852866,0.23905203503348788,1.7004084374789112
"DEWP=Med, PRES=High, TEMP=Low",PM25=VeryUnhealthy,0.008397225264695144,0.23741935483870968,1.6887949693964637
"PRES=Med, SEASON=Winter, TEMP=Low",PM25=VeryUnhealthy,0.01022270901788974,0.23691168693812797,1.6851838611226295
"PRES=Med, SNOW=No, TEMP=Low",PM25=VeryUnhealthy,0.01887093829864914,0.2349431818181818,1.671181626359357
"RAIN=No, TIME=Morning, WIND=SE",PM25=VeryUnhealthy,0.01031398320554947,0.23480519480519482,1.67020010666172
"PRES=Med, TEMP=Low",PM25=VeryUnhealthy,0.01914476086162833,0.23435754189944133,1.6670158929071768
"DEWP=Med, TEMP=Low, TIME=Night",PM25=VeryUnhealthy,0.00677710843373494,0.23385826771653542,1.6634644902466236
"PRES=Med, RAIN=No, TEMP=Low",PM25=VeryUnhealthy,0.01882530120481928,0.23351259552788,1.6610056786907665
"DEWP=Low, PRES=Med, WIND_SPD=Low",PM25=VeryUnhealthy,0.0062294633077765605,0.23293515358361774,1.6568982585048635
"DEWP=Med, SEASON=Autumn, TEMP=Low",PM25=VeryUnhealthy,0.006891201168309602,0.23248652809853734,1.6537071266661743
"TIME=Morning, WIND=SE",PM25=VeryUnhealthy,0.010724717050018255,0.23186975826344353,1.6493199620414136
"DEWP=Med, PRES=Med, WIND=cv",PM25=VeryUnhealthy,0.009629426798101496,0.23186813186813185,1.6493083932785277
"RAIN=No, TIME=Evening, WIND=cv",PM25=VeryUnhealthy,0.007324753559693318,0.23043790380473797,1.6391349937248558
"TIME=Evening, WIND=cv, WIND_SPD=Low",PM25=VeryUnhealthy,0.006663015699160278,0.2302839116719243,1.6380396275134572
"DEWP=Med, PRES=Med, WIND_SPD=Low",PM25=VeryUnhealthy,0.014056224899598393,0.22967934377330348,1.6337392568611024
"SNOW=No, TEMP=Low, WIND=cv",PM25=VeryUnhealthy,0.015493793355239139,0.22815860215053765,1.6229220225036782
"SNOW=No, TIME=Evening, WIND=cv",PM25=VeryUnhealthy,0.007438846294267981,0.2276536312849162,1.619330098592788
"TIME=Evening, WIND=cv",PM25=VeryUnhealthy,0.007461664841182913,0.22739916550764952,1.617520050187832
"PRES=Med, TEMP=Low, TIME=Night",PM25=VeryUnhealthy,0.007005293902884264,0.22673559822747413,1.6128000092064319
"TEMP=Low, WIND=cv",PM25=VeryUnhealthy,0.015630704636728734,0.22622192866578603,1.6091462103310188
"RAIN=No, TEMP=Low, WIND=cv",PM25=VeryUnhealthy,0.015516611902154072,0.2257636122177955,1.605886145403777
"TEMP=Low, WIND=cv, WIND_SPD=Low",PM25=VeryUnhealthy,0.013508579773640015,0.22492401215805471,1.599913960203634
"TEMP=Med, TIME=Afternoon, WIND=SE",PM25=VeryUnhealthy,0.006046914932457101,0.22212908633696563,1.5800332867442268
"RAIN=No, TIME=Evening, WIND_SPD=Low",PM25=VeryUnhealthy,0.011203906535231836,0.22127084272194683,1.573928487493361
"SEASON=Winter, TEMP=Low, WIND=cv",PM25=VeryUnhealthy,0.010131434830230011,0.2208955223880597,1.5712587847970019
"TIME=Evening, WIND_SPD=Low",PM25=VeryUnhealthy,0.01161464037970062,0.21949115998275118,1.56126937105731
"SNOW=No, TIME=Evening, WIND_SPD=Low",PM25=VeryUnhealthy,0.011569003285870755,0.21948051948051947,1.5611936837711873
"PRES=Med, SEASON=Autumn, WIND=cv",PM25=VeryUnhealthy,0.009218692953632713,0.21814254859611235,1.5516765216159758
"SEASON=Winter, SNOW=No, WIND=cv",PM25=VeryUnhealthy,0.010245527564804673,0.217644207464857,1.548131755874029
"PRES=Med, RAIN=No, WIND=cv",PM25=VeryUnhealthy,0.01715954728002921,0.2172154823801271,1.5450821781896917
"PRES=Med, SEASON=Winter",PM25=VeryUnhealthy,0.011249543629061701,0.2167985927880387,1.542116787914788
"PRES=Med, RAIN=No, SEASON=Winter",PM25=VeryUnhealthy,0.011226725082146768,0.21654929577464788,1.5403435056043122
"SEASON=Winter, WIND=cv",PM25=VeryUnhealthy,0.010382438846294268,0.2160493827160494,1.5367875585372746
"PRES=Med, TIME=Morning, WIND_SPD=Low",PM25=VeryUnhealthy,0.007872398685651698,0.21603005635566688,1.536650087604406
"RAIN=No, SEASON=Winter, WIND=cv",PM25=VeryUnhealthy,0.010359620299379335,0.2156769596199525,1.5341384642728126
"SEASON=Winter, WIND=cv, WIND_SPD=Low",PM25=VeryUnhealthy,0.008830777656078861,0.21559888579387188,1.533583114921383
"SNOW=No, TEMP=Low, WIND_SPD=Low",PM25=VeryUnhealthy,0.02462121212121212,0.21558441558441557,1.5334801864261367
"DEWP=Med, SEASON=Spring, WIND_SPD=Low",PM25=VeryUnhealthy,0.009355604235122307,0.21556256572029442,1.5333247654806335
"PRES=Med, SEASON=Winter, SNOW=No",PM25=VeryUnhealthy,0.010975721066082512,0.21511627906976746,1.5301502700784757
"DEWP=Med, SEASON=Autumn, WIND=cv",PM25=VeryUnhealthy,0.008853596202993794,0.21436464088397789,1.524803769209454
"PRES=Med, RAIN=No, WIND_SPD=Low",PM25=VeryUnhealthy,0.025374224169404894,0.21421691388942402,1.523752967747138
"PRES=Med, WIND=cv",PM25=VeryUnhealthy,0.017501825483753196,0.21406642478370083,1.522682519026279
"PRES=Med, SNOW=No, WIND=cv",PM25=VeryUnhealthy,0.017433369843008396,0.21400560224089635,1.522249880312456
"PRES=Med, WIND=cv, WIND_SPD=Low",PM25=VeryUnhealthy,0.014284410368747719,0.21379781420765032,1.5207718568148136
"TEMP=Low, WIND_SPD=Low",PM25=VeryUnhealthy,0.02489503468419131,0.21379580638839898,1.5207575749334843
"TIME=Morning, WIND=cv, WIND_SPD=Low",PM25=VeryUnhealthy,0.011021358159912377,0.2125880281690141,1.5121664902578922
"TEMP=Low, TIME=Morning, WIND_SPD=Low",PM25=VeryUnhealthy,0.006731471339905075,0.21253602305475502,1.5117965710682655
"RAIN=No, TEMP=Low, WIND_SPD=Low",PM25=VeryUnhealthy,0.024575575027382255,0.2123004139562389,1.5101206526892084
"DEWP=Med, TIME=Morning, WIND_SPD=Low",PM25=VeryUnhealthy,0.0072562979189485215,0.21143617021276595,1.50397317373872
"RAIN=No, TIME=Morning, WIND=cv",PM25=VeryUnhealthy,0.011842825848849945,0.21140529531568228,1.5037535565516085
"PRES=Med, WIND_SPD=Low",PM25=VeryUnhealthy,0.025990324936108068,0.2113564668769716,1.5034062334712552
"DEWP=Med, WIND=cv, WIND_SPD=Low",PM25=VeryUnhealthy,0.013713946695874406,0.21117357695010538,1.5021053134655766
"DEWP=Med, SEASON=Autumn, WIND_SPD=Low",PM25=VeryUnhealthy,0.012915297553851771,0.21111525550167848,1.5016904653636678
"SEASON=Winter, TEMP=Low, WIND_SPD=Low",PM25=VeryUnhealthy,0.016041438481197517,0.2111111111111111,1.5016609857707082
"PRES=Med, SNOW=No, WIND_SPD=Low",PM25=VeryUnhealthy,0.025853413654618473,0.2110655737704918,1.501337072702164
"PRES=Med, SEASON=Autumn, WIND_SPD=Low",PM25=VeryUnhealthy,0.013143483023001095,0.2104493971501644,1.496954127691739
"SEASON=Winter, SNOW=No, WIND_SPD=Low",PM25=VeryUnhealthy,0.01615553121577218,0.2104011887072808,1.496611214722914
"SNOW=No, TIME=Morning, WIND=cv",PM25=VeryUnhealthy,0.012116648411829134,0.20988142292490117,1.4929140526312072
"DEWP=High, TIME=Night, WIND=SE",PM25=VeryUnhealthy,0.009218692953632713,0.20976116303219106,1.4920586282620907
"DEWP=Low, SEASON=Winter, WIND=cv",PM25=VeryUnhealthy,0.008556955093099672,0.20973154362416108,1.4918479415330685
"DEWP=Med, SNOW=No, WIND_SPD=Low",PM25=VeryUnhealthy,0.024940671778021176,0.20922664624808576,1.488256540362946
"DEWP=Med, WIND_SPD=Low",PM25=VeryUnhealthy,0.025191675794085433,0.2087745839636914,1.4850409621205667
"SEASON=Winter, WIND_SPD=Low",PM25=VeryUnhealthy,0.01642935377875137,0.20875616120614673,1.4849099186330423
"TIME=Morning, WIND=cv",PM25=VeryUnhealthy,0.012139466958744067,0.20870929776382893,1.4845765728294171
"RAIN=No, SEASON=Autumn, WIND=cv",PM25=VeryUnhealthy,0.013371668492150419,0.2080965909090909,1.4802183087161176
"RAIN=No, SEASON=Winter, WIND_SPD=Low",PM25=VeryUnhealthy,0.01636089813800657,0.2080673244341265,1.4800101324462198
"DEWP=Med, RAIN=No, WIND_SPD=Low",PM25=VeryUnhealthy,0.024552756480467324,0.2078022402471997,1.4781245539024963
"SEASON=Autumn, WIND=cv, WIND_SPD=Low",PM25=VeryUnhealthy,0.011272362175976634,0.2071278825995807,1.473327759624091
"PRES=Med, SEASON=Spring, WIND_SPD=Low",PM25=VeryUnhealthy,0.006320737495436291,0.2067164179104478,1.4704009573944916
"SEASON=Autumn, SNOW=No, WIND=cv",PM25=VeryUnhealthy,0.013668309602044541,0.20605435156518748,1.465691592759743
"DEWP=Med, PRES=Med, TIME=Afternoon",PM25=VeryUnhealthy,0.00816903979554582,0.20598388952819333,1.4651903870611174
"SEASON=Autumn, WIND=cv",PM25=VeryUnhealthy,0.013668309602044541,0.2059834938101788,1.4651875722670469
"SNOW=No, WIND=SE, WIND_SPD=Low",PM25=VeryUnhealthy,0.01234483388097846,0.20570342205323194,1.4631953851746204
"DEWP=Med, SNOW=No, WIND=cv",PM25=VeryUnhealthy,0.01636089813800657,0.20562087754516772,1.4626082352766483
"DEWP=Med, WIND=cv",PM25=VeryUnhealthy,0.016474990872581235,0.20523024445707788,1.4598296109539004
"DEWP=Med, RAIN=No, WIND=cv",PM25=VeryUnhealthy,0.016178349762687113,0.20497253541485982,1.4579964927805253
"WIND=SE, WIND_SPD=Low",PM25=VeryUnhealthy,0.012413289521723256,0.20481927710843373,1.456906346372342
"DEWP=Med, TIME=Afternoon, WIND=SE",PM25=VeryUnhealthy,0.007552939028842643,0.20470006184291897,1.4560583525732966
"TEMP=High, TIME=Morning, WIND_SPD=Low",PM25=VeryUnhealthy,0.006183826213946696,0.20468277945619337,1.4559354206927801
"RAIN=No, WIND=SE, WIND_SPD=Low",PM25=VeryUnhealthy,0.01197973713033954,0.2046783625730994,1.4559040028247863
"RAIN=No, SEASON=Autumn, WIND_SPD=Low",PM25=VeryUnhealthy,0.01980649872216137,0.2046204620462046,1.4554921487928696
"DEWP=Low, PRES=Med, TEMP=Low",PM25=VeryUnhealthy,0.010245527564804673,0.20372050816696913,1.4490906589692023
"PRES=Med, TEMP=Low, WIND=NW",PM25=VeryUnhealthy,0.007005293902884264,0.20371599203715993,1.449058535146323
"DEWP=High, PRES=Low, WIND=SE",PM25=VeryUnhealthy,0.026218510405257394,0.20354295837023914,1.447827724008661
"TEMP=Low, TIME=Night, WIND_SPD=Low",PM25=VeryUnhealthy,0.009081781672143118,0.20326864147088866,1.4458764719721189
"PRES=Low, TIME=Morning, WIND_SPD=Low",PM25=VeryUnhealthy,0.007393209200438116,0.2032622333751568,1.4458308903478123
"DEWP=Low, SEASON=Winter, WIND_SPD=Low",PM25=VeryUnhealthy,0.013531398320554947,0.20287375983578518,1.443067627177966
"SEASON=Autumn, TIME=Night, WIND_SPD=Low",PM25=VeryUnhealthy,0.007712668857247171,0.20239520958083834,1.4396636365315143
"DEWP=High, TIME=Morning, WIND_SPD=Low",PM25=VeryUnhealthy,0.008214676889375685,0.20236087689713325,1.4394194236552456
"DEWP=Med, TEMP=Med, WIND_SPD=Low",PM25=VeryUnhealthy,0.015083059510770354,0.2018320610687023,1.4356578874005534
"DEWP=High, PRES=Low, WIND=cv",PM25=VeryUnhealthy,0.010633442862358525,0.2018189692507579,1.43556476358468
"SEASON=Autumn, SNOW=No, WIND_SPD=Low",PM25=VeryUnhealthy,0.020262869660460023,0.20168067226890757,1.4345810390379168
"SEASON=Autumn, WIND_SPD=Low",PM25=VeryUnhealthy,0.020262869660460023,0.20154334997730367,1.4336042475905462
"DEWP=High, RAIN=No, WIND=cv",PM25=VeryUnhealthy,0.0139193136181088,0.20151965642550382,1.4334357122530885
"DEWP=Med, PRES=High, WIND_SPD=Low",PM25=VeryUnhealthy,0.006663015699160278,0.20082530949105917,1.4284967315591912
"DEWP=High, WIND=SE, WIND_SPD=High",PM25=VeryUnhealthy,0.01403340635268346,0.20045632333767924,1.4258720847184636
